year,background,cnt,country,female,age,diffgrade,fisced,misced,momwork,dadwork,hisei,homepos,pcgirls,private,metropolis,scoremath,pv1math,pv2math,pv3math,pv4math,pv5math,stweight,ggi,parliament90,parliament97,flp_90,gdppc,hdi,lgdppc,obs,norigin,stratum2003,hostregion,stratum2006,stratum2009,stratum2012
2006,Italy,CHE,Switzerland,0,16.17000008,0,2,0,1,1,36,0.048300002,0.523999989,0,0,349.73517,340.6994934,372.6358948,332.9100952,344.5942078,357.8360901,7.583000183,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75600,75697,,
2012,Italy,CHE,Switzerland,1,15.75,1,1,2,1,1,43.76,-0.54,0.519,0,0,389.32077,413.7794,363.9274,374.0536,426.2424,368.601,2.4706,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75602,,,CHE0915
2006,Italy,CHE,Switzerland,0,16.25,0,2,2,1,1,30,-0.56279999,0.476999998,0,0,435.18463,446.8687134,474.9104004,370.5328064,451.5422974,432.0689087,1.030300021,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75600,75697,,
2003,Italy,CHE,Switzerland,0,15.57999992,0,2,2,1,1,29,0.497700006,0.479999989,0,0,513.35095,537.8095703,523.0098267,484.8418884,510.546814,510.546814,21.14410019,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,75602,75601,,,
2003,Italy,CHE,Switzerland,0,15.42000008,1,3,,0,1,34,0.497700006,,,,386.3063,334.2732849,395.0303955,393.4725037,365.4307861,443.3244934,6.702600002,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,75631,75603,,,
2006,Italy,CHE,Switzerland,0,15.42000008,1,5,5,1,1,71,0.244900003,0.451000005,1,0,474.28729,494.3839111,469.4578857,506.8468933,421.942688,478.8051147,7.703199863,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75600,75697,,
2003,Italy,CHE,Switzerland,1,16,1,6,6,1,1,32,1.249300003,0.476999998,0,0,404.92288,405.54599,443.7139893,414.1142883,383.7358093,377.504303,12.93879986,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,75632,75603,,,
2009,Italy,CHE,Switzerland,1,15.57999992,0,2,2,1,1,38,0.707899988,0.467249006,0,0,502.26599,538.8800049,434.5,594.1799927,469.5499878,474.2200012,1,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75601,,75605,
2009,Italy,CHE,Switzerland,0,15.75,0,5,6,1,1,53,-0.251599997,0.501650035,0,0,431.69601,444.6300049,432.1600037,454.75,413.4700012,413.4700012,4.68569994,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75603,,75626,
2006,Italy,CHE,Switzerland,0,15.57999992,1,,2,0,1,34,-2.057899952,0.479000002,0,0,382.06107,376.7643127,390.0061951,390.0061951,376.7643127,376.7643127,11.00039959,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75600,75697,,
2003,Italy,CHE,Switzerland,1,15.67000008,1,4,2,1,1,33,-1.082000017,,0,0,472.22308,475.4945984,427.9794006,488.7366028,453.6843872,515.2203979,7.842299938,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,75632,75603,,,
2003,Italy,CHE,Switzerland,0,16.32999992,0,3,6,1,1,45,0.497700006,0.474000007,1,0,349.38464,321.8103027,369.3254089,320.2524109,354.5256042,381.009491,4.375,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,75634,75603,,,
2009,Italy,CHE,Switzerland,1,15.75,0,4,3,0,1,39,0.288100004,0.449416012,0,0,468.30402,454.75,495.2600098,476.5599976,476.5599976,438.3900146,16.82279968,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75601,,75608,
2006,Italy,CHE,Switzerland,1,16.25,1,2,2,0,1,34,-0.33129999,0.524999976,0,0,606.86249,608.5761108,572.7449951,604.6813965,611.6918945,636.6179199,11.10400009,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75600,75697,,
2009,Italy,CHE,Switzerland,1,15.42000008,0,5,5,1,0,51,-1.333999991,0.479233027,0,0,522.36401,512.3900146,478.8999939,554.460022,506.1600037,559.9099731,4.476699829,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75602,,75616,
2006,Italy,CHE,Switzerland,1,15.42000008,1,2,2,1,1,39,-0.708199978,0.481000006,0,0,410.88174,378.7894897,408.3891907,381.905304,488.6196899,396.7051086,10,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75600,75697,,
2003,Italy,CHE,Switzerland,0,15.82999992,1,2,2,,,,-0.814199984,0.451000005,0,0,341.36157,340.1152954,334.6626892,332.3258972,350.2414856,349.4624939,24.55200005,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,75607,75601,,,
2003,Italy,CHE,Switzerland,0,15.75,0,4,4,1,1,30,0.216100007,0.518000007,0,0,444.64871,422.526886,478.6104126,432.6531067,456.8001099,432.6531067,6.938700199,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,75620,75602,,,
2006,Italy,CHE,Switzerland,1,15.5,1,2,2,1,1,36,-0.519400001,0.462000012,0,0,367.65073,404.105011,344.1268005,405.6629028,295.0537109,389.3052063,2.054699898,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75600,75697,,
2012,Italy,CHE,Switzerland,0,15.75,0,0,5,1,1,53.77,-0.21,0.441,0,0,439.40646,449.6884,399.8364,440.3412,452.8042,454.3621,4.626,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75601,,,CHE0404
2003,Italy,CHE,Switzerland,0,15.5,0,6,6,1,1,44,2.048000097,,,,493.25439,490.4501953,465.5242004,514.59729,517.7130127,477.9872131,1.117599964,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,75629,75603,,,
2012,Italy,CHE,Switzerland,0,16,1,5,5,1,1,44.94,0.36,0.502,0,0,547.60083,539.1883,538.4094,528.2832,589.0403,543.083,7.3115,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75602,,,CHE1319
2012,Italy,CHE,Switzerland,1,16,0,1,6,1,1,23.47,-0.54,0.489,0,0,402.95218,367.9,440.3412,393.6049,406.0679,406.8469,13.9958,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75601,,,CHE0662
2003,Italy,CHE,Switzerland,1,15.5,1,5,2,1,1,43,-0.046,,0,0,399.31454,415.6722107,403.9881897,418.7879944,390.7461853,367.3781128,3.12319994,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,75615,75602,,,
2006,Italy,CHE,Switzerland,0,15.82999992,1,2,1,1,1,34,0.240199998,0.5,0,0,426.69418,417.8143005,401.456604,440.4035034,393.6672058,480.129303,4.33589983,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75600,75697,,
2003,Italy,CHE,Switzerland,1,15.75,0,,,1,1,32,-0.555400014,0.479999989,0,0,286.29071,326.1723022,277.8782043,250.6154022,309.8146057,266.9729919,10.84939957,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,75602,75601,,,
2006,Italy,CHE,Switzerland,0,15.67000008,0,2,2,1,1,20,-1.871500015,0.628000021,0,0,625.71271,634.5925903,640.8240967,598.7614746,619.013916,635.371582,4.713799953,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75600,75697,,
2006,Italy,CHE,Switzerland,1,15.5,0,2,2,1,1,38,0.364399999,0.490999997,0,0,426.92789,462.1358032,423.1889954,420.8522034,421.6311035,406.8312988,1.14289999,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75600,75697,,
2009,Italy,CHE,Switzerland,0,16.17000008,0,5,3,1,1,45,0.0995,0.448979974,0,0,446.34,472.6700134,390.1000061,454.75,471.8900146,442.2900085,1.100000024,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75601,,75602,
2009,Italy,CHE,Switzerland,1,16.07999992,1,6,6,,,,1.227300048,0.473170996,1,0,602.44,531.0900269,619.8900146,632.3499756,624.5599976,604.3099976,11.31690025,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75603,,75627,
2009,Italy,CHE,Switzerland,0,16.32999992,0,3,3,1,1,26,-0.418000013,0.541176021,0,0,568.63397,577.3599854,570.3499756,565.6699829,539.9699707,589.8200073,8.95059967,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75601,,75603,
2006,Italy,CHE,Switzerland,0,16.25,1,2,2,1,1,39,-1.086899996,,,,452.00964,473.0409851,446.5570984,451.2307129,441.1044922,448.1149902,28.81480026,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75600,75697,,
2006,Italy,CHE,Switzerland,1,15.42000008,0,5,6,1,1,49,-0.142800003,0.523999989,0,0,487.29553,461.4348145,466.1083984,512.0656738,479.3504028,517.5183105,4.038499832,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75600,75697,,
2012,Italy,CHE,Switzerland,1,15.42,1,2,2,1,1,28.48,0.16,0.485,0,0,365.95264,377.9483,342.1172,370.1589,349.9065,389.6323,1.1765,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75602,,,CHE1117
2012,Italy,CHE,Switzerland,1,15.83,0,2,2,1,1,36.35,-1.02,0.502,0,0,429.98129,370.3147,472.3555,501.9551,413.9352,391.346,6.7892,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75602,,,CHE1319
2009,Italy,CHE,Switzerland,0,15.42000008,0,5,5,1,1,53,-0.578499973,0.506329,0,0,472.66602,423.9100037,497.8999939,460.519989,519.710022,461.2900085,1.100000024,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75602,,75620,
2003,Italy,CHE,Switzerland,1,16,1,5,5,1,1,49,0.216100007,0.559000015,0,0,507.0416,476.5072021,515.4541016,522.4645996,492.0859985,528.696106,5.393899918,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,75631,75603,,,
2012,Italy,CHE,Switzerland,0,15.83,0,6,5,1,1,55.25,0.81,0.618,0,0,678.07288,646.6038,701.9084,624.7936,698.0137,719.045,5.1525,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75601,,,CHE0404
2003,Italy,CHE,Switzerland,0,15.67000008,0,0,3,1,1,33,0.216100007,0.5,0,0,480.32401,497.928009,487.8017883,452.7496033,487.8017883,475.3388062,7.253600121,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,75602,75601,,,
2006,Italy,CHE,Switzerland,0,15.82999992,1,3,3,1,1,33,0.451700002,0.490999997,0,0,467.04315,450.5296936,447.4139099,459.0979919,483.2450867,494.9291077,7.156700134,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75600,75697,,
2003,Italy,CHE,Switzerland,1,15.82999992,1,3,3,1,1,43,0.497700006,0.552999973,0,0,613.44446,617.494873,606.5897827,602.6951294,618.2739258,622.1685791,5.181099892,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,75631,75603,,,
2006,Italy,CHE,Switzerland,0,16.07999992,0,6,0,1,1,21,-0.142800003,,0,0,338.51843,351.137207,357.3687134,303.6221008,311.4114075,369.0527954,1.039999962,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75600,75697,,
2003,Italy,CHE,Switzerland,1,16.32999992,1,3,4,1,1,53,-0.046,0.375,0,0,434.28882,428.2131042,464.0441895,411.0765076,446.1286926,421.9815979,8.320799828,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,75623,75602,,,
2009,Italy,CHE,Switzerland,1,15.5,0,2,2,1,1,16,-1.977200031,0.510066986,0,0,537.78796,539.6599731,590.289978,473.4500122,562.2399902,523.2999878,4.739600182,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75601,,75604,
2009,Italy,CHE,Switzerland,0,15.32999992,1,,2,0,,,-0.578499973,0.556910992,0,0,429.66998,427.7999878,416.1199951,434.0299988,431.6900024,438.7099915,1.132099986,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75602,,75620,
2009,Italy,CHE,Switzerland,1,15.75,0,1,2,1,1,29,-0.735199988,0.519231021,0,0,527.19202,513.1699829,533.4199829,507.7200012,578.5999756,503.0499878,1,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75602,,75617,
2003,Italy,CHE,Switzerland,0,16.17000008,1,1,2,1,1,29,-0.814199984,0.028999999,0,0,435.22357,471.3663025,439.4298096,413.7249146,423.072113,428.5246887,88.36599731,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,75626,75602,,,
2006,Italy,CHE,Switzerland,0,15.42000008,0,5,5,0,1,34,0.563899994,0.476999998,0,0,355.34354,373.4148865,360.9519043,383.5411072,324.3417969,334.4679871,1.924600005,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75600,75697,,
2003,Italy,CHE,Switzerland,0,16.17000008,0,3,2,0,1,34,-0.046,0.510999978,0,0,418.94376,414.8933105,432.0299072,381.3989868,430.4719849,435.9245911,16.54929924,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,75607,75601,,,
2003,Italy,CHE,Switzerland,0,15.57999992,1,5,3,1,1,55,0.822300017,0.477999985,0,0,607.914,603.0845947,667.7363892,623.3369751,596.8530884,548.559021,2.033400059,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,75604,75601,,,
2009,Italy,CHE,Switzerland,1,15.67000008,0,6,5,1,1,55,-0.735199988,0.48615399,0,0,390.87799,464.1000061,394.769989,341.0299988,365.9500122,388.5400085,2.26609993,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75603,,75626,
2009,Italy,CHE,Switzerland,1,15.42000008,0,2,2,0,1,45,-1.333999991,,,,506.62799,488.25,484.3500061,570.8099976,499.9299927,489.7999878,4.400800228,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75601,,75604,
2009,Italy,CHE,Switzerland,1,15.82999992,0,2,2,1,1,33,-1.484799981,0.478134006,0,0,393.29401,379.8999939,397.0299988,397.8099976,382.230011,409.5,3.003499985,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75602,,75616,
2006,Italy,CHE,Switzerland,1,15.32999992,1,2,2,1,1,38,-0.33129999,0.486000001,0,0,368.42963,340.2320862,357.3687134,396.3156128,384.6315918,363.6001892,1.85619998,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75600,75697,,
2006,Italy,CHE,Switzerland,0,15.57999992,0,5,2,1,1,43,-0.519400001,0.409000009,0,0,478.25986,478.8829956,495.2406921,435.2625122,523.2824097,458.6306152,5.841300011,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75600,75697,,
2012,Italy,CHE,Switzerland,0,16.25,0,2,2,1,1,32.5,-0.17,0.527,0,0,313.60803,311.2712,326.071,321.3974,322.1764,287.1242,1.05,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75602,,,CHE1218
2006,Italy,CHE,Switzerland,0,15.5,0,2,2,0,1,55,0.048300002,0.5,0,0,511.83209,481.609314,526.7877197,555.6083984,503.4194946,491.7355042,4.120800018,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75600,75697,,
2003,Italy,CHE,Switzerland,0,16.07999992,0,3,1,1,0,23,0.822300017,0.486000001,0,0,489.74918,498.1617126,475.5725098,472.4567871,470.8988953,531.6560059,1.095199943,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,75629,75603,,,
2006,Italy,CHE,Switzerland,0,16.25,0,3,2,1,1,69,0.048300002,,0,0,396.47144,393.1998901,357.3687134,417.3468933,394.7578125,419.6838074,24.60000038,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75600,75697,,
2006,Italy,CHE,Switzerland,0,15.32999992,1,,6,1,1,55,0.673399985,0.492000014,0,0,487.99655,478.0262146,514.6362305,492.0469971,492.8259888,462.4473877,4.846700191,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75600,75697,,
2009,Italy,CHE,Switzerland,0,16.07999992,0,6,5,1,1,55,0.707899988,0.415966004,0,0,440.41998,424.3699951,426.7099915,488.25,471.1099854,391.6600037,3.375,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75601,,75662,
2006,Italy,CHE,Switzerland,0,15.67000008,1,0,0,1,1,21,0.048300002,0.476000011,0,0,377.38742,349.968811,311.8009033,431.7572937,399.8208008,393.5892944,8.08409977,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75600,75697,,
2009,Italy,CHE,Switzerland,0,15.5,0,3,3,1,1,51,-0.418000013,0.465256989,0,0,589.03998,621.5999756,525.0100098,531.2399902,638.7399902,628.6099854,2.618200064,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75602,,75615,
2012,Italy,CHE,Switzerland,0,16,0,5,5,0,1,38.58,-0.03,0.466,0,0,520.80542,518.936,555.546,503.3572,512.7045,513.4834,1.125,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75602,,,CHE0814
2009,Italy,CHE,Switzerland,1,15.92000008,0,2,1,1,1,54,0.0995,0.528302014,0,0,447.27399,487.6199951,423.75,411.2900085,420.6300049,493.0799866,1.049999952,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75602,,75617,
2003,Italy,CHE,Switzerland,1,16.17000008,1,5,4,1,1,69,0.216100007,0.375,0,0,416.68484,481.4924011,384.9042053,435.5350952,391.1357117,390.3568115,8.320799828,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,75623,75602,,,
2003,Italy,CHE,Switzerland,0,15.42000008,0,2,2,1,1,21,0.497700006,0.486000001,0,0,569.90186,571.1481934,555.569397,523.6329956,585.947998,613.2108154,1.069000006,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,75629,75603,,,
2006,Italy,CHE,Switzerland,1,15.42000008,0,0,2,0,1,29,-0.519400001,,0,0,399.35349,457.6180115,399.1976929,377.3873901,359.4718933,403.0924072,8.150400162,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75600,75697,,
2009,Italy,CHE,Switzerland,1,16,0,1,3,0,1,29,-1.036999941,0.524648011,0,0,531.32001,502.9700012,550.4799805,559.0499878,563.7199707,480.3800049,11.11050034,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75601,,75603,
2006,Italy,CHE,Switzerland,1,16.25,0,6,,,1,85,0.451700002,0.508000016,0,0,508.40472,484.7250061,487.8407898,538.4716797,503.4194946,527.5665894,3.582000017,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75600,75697,,
2006,Italy,CHE,Switzerland,0,16,0,6,4,,1,38,-0.519400001,0.474000007,0,0,451.85388,445.7781982,501.0827026,439.5466919,467.5884094,405.273407,5.014100075,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75600,75697,,
2009,Italy,CHE,Switzerland,0,16.25,0,5,5,1,1,36,-0.735199988,0.448979974,0,0,461.14001,422.0400085,469.5499878,464.8800049,443.8500061,505.3800049,1.100000024,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75601,,75602,
2009,Italy,CHE,Switzerland,1,16.07999992,0,4,4,1,1,77,-0.887099981,0.539313018,0,0,410.35199,415.7999878,422.8200073,441.5100098,409.5700073,362.0599976,5.774799824,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75602,,75619,
2009,Italy,CHE,Switzerland,0,15.42000008,0,3,3,1,1,51,-0.418000013,0.479999989,0,0,560.53198,542.7700195,559.9099731,517.0700073,563.7999878,619.1099854,1,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75602,,75620,
2009,Italy,CHE,Switzerland,0,15.92000008,1,3,5,1,1,55,-0.251599997,0.528302014,0,0,403.03,361.2799988,420.480011,380.75,436.0599976,416.5799866,1.069000006,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75602,,75617,
2003,Italy,CHE,Switzerland,0,15.82999992,1,2,2,0,1,16,-0.046,0.476999998,0,0,537.26434,519.6604004,554.7125854,556.2703857,574.1859741,481.4924011,12.93879986,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,75632,75603,,,
2009,Italy,CHE,Switzerland,1,16.17000008,1,2,2,1,1,20,0.288100004,0.502825022,0,0,526.33801,555.9400024,508.4200134,496.7399902,554.3800049,516.210022,19.65299988,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75601,,75609,
2006,Italy,CHE,Switzerland,1,15.57999992,1,2,2,1,1,26,-0.519400001,0.48300001,0,0,535.97913,551.0905151,558.8798828,513.7014771,529.2802734,526.9434204,23.86580086,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75600,75697,,
2012,Italy,CHE,Switzerland,1,15.5,1,1,2,,1,22.77,-0.54,0.491,0,0,342.89606,389.7881,362.5253,282.2947,331.3678,348.5044,17.979,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75601,,,CHE0101
2009,Italy,CHE,Switzerland,0,15.82999992,1,2,3,1,1,51,-0.251599997,0.567568004,0,0,623.62402,601.1900024,627.6799927,607.4199829,668.1799927,613.6500244,1.146299958,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75601,,75605,
2006,Italy,CHE,Switzerland,0,16.07999992,0,5,2,1,1,36,0.048300002,0.522000015,0,0,534.2655,529.2802734,541.7432861,560.4378052,531.6171265,508.2489014,19.66250038,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75600,75697,,
2006,Italy,CHE,Switzerland,0,16.32999992,1,2,2,0,1,29,-0.519400001,0.27700001,0,0,503.41953,487.8407898,563.3977051,497.1879883,480.8302917,487.8407898,8.884300232,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75600,75697,,
2012,Italy,CHE,Switzerland,1,15.58,0,5,5,1,1,50.73,-0.21,0.322,0,0,476.95126,461.3725,473.8355,469.1619,481.6249,498.7615,1.0357,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75602,,,CHE0814
2012,Italy,CHE,Switzerland,0,15.67,0,2,2,1,1,65.01,-0.38,0.489,0,0,514.02869,508.5761,522.597,503.1235,512.4708,523.3759,1.2264,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75602,,,CHE1218
2006,Italy,CHE,Switzerland,1,16.17000008,1,5,2,1,1,34,-0.142800003,0.451999992,0,0,450.45178,433.4708862,425.6816101,444.3760986,470.8598938,477.8703918,3.595499992,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75600,75697,,
2003,Italy,CHE,Switzerland,1,15.32999992,0,2,1,1,1,34,-0.046,0.460000008,0,0,447.53076,417.9310913,460.7727051,406.2471008,474.7936096,477.9093018,1.027799964,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,75629,75603,,,
2009,Italy,CHE,Switzerland,0,15.57999992,0,3,3,1,1,20,-0.418000013,0.505882025,0,0,648.70599,592.6199951,629.2299805,677.5300293,701.6699829,642.4799805,5.923699856,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75601,,75601,
2012,Italy,CHE,Switzerland,0,15.58,1,4,4,1,1,30.9,-0.03,0.515,0,0,468.30505,464.0988,489.8037,461.762,481.2354,444.6253,2.3529,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75602,,,CHE0915
2012,Italy,CHE,Switzerland,1,15.83,0,3,3,1,1,45.76,-1.02,0.489,0,0,446.96213,441.0422,459.7367,411.4426,462.0735,460.5157,13.9958,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75601,,,CHE0662
2012,Italy,CHE,Switzerland,1,16.17,0,5,5,1,1,26.62,0.16,0.466,0,0,667.79095,665.4541,649.8754,698.1695,649.8754,675.5803,1,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75603,,,CHE1526
2012,Italy,CHE,Switzerland,0,16.17,1,5,2,1,1,43.85,0.36,0.515,0,0,599.63391,614.2779,611.1622,630.6356,577.6679,564.4259,4.6756,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75602,,,CHE1319
2003,Italy,CHE,Switzerland,0,16.07999992,0,3,3,1,1,43,-1.36590004,0.49000001,0,0,293.14532,303.5830994,291.8989868,299.688385,322.2775879,248.2785034,1.521199942,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,75629,75603,,,
2006,Italy,CHE,Switzerland,1,15.5,0,5,2,0,1,55,0.673399985,0.501999974,0,0,496.09753,494.8511963,473.0409851,466.8095093,494.0722961,551.7136841,11.49230003,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75600,75697,,
2012,Italy,CHE,Switzerland,1,15.83,1,5,6,1,1,72.83,0.57,0.451,1,0,542.92725,551.184,548.8472,541.0578,544.1735,529.3737,2.6078,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75603,,,CHE0029
2003,Italy,CHE,Switzerland,0,15.5,0,4,2,1,1,43,-0.555400014,0.512000024,0,0,557.51672,585.5584717,568.421875,511.5593872,555.9589233,566.085083,1.030300021,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,75629,75603,,,
2009,Italy,CHE,Switzerland,1,15.32999992,0,5,5,1,1,53,-0.080399998,0.46082902,0,0,481.62399,495.6499939,483.9599915,455.1400146,505.769989,467.6000061,1.050799966,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75602,,75617,
2009,Italy,CHE,Switzerland,0,16.07999992,1,1,5,1,1,39,-0.080399998,0.49326098,0,0,405.056,451.6400146,394.769989,404.8999939,385.4299927,388.5400085,5.836299896,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75602,,75619,
2003,Italy,CHE,Switzerland,0,15.75,0,3,2,0,1,34,-0.300900012,0.555999994,0,0,586.57111,585.1690063,637.3577881,610.8740234,542.3275146,557.1273193,9.589300156,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,75601,75601,,,
2006,Italy,CHE,Switzerland,0,15.82999992,0,2,5,0,1,31,-2.08739996,0.398000002,0,0,456.99484,505.7562866,462.9147949,472.2619934,388.1368103,455.9042969,6.929200172,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75600,75697,,
2003,Italy,CHE,Switzerland,0,16.17000008,1,2,2,,1,29,0.216100007,0.481000006,0,0,505.79529,523.0877075,489.5934143,498.9406128,525.4244995,491.9302063,14.86340046,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,75609,75601,,,
2006,Italy,CHE,Switzerland,1,15.32999992,0,2,1,0,1,69,0.451700002,0.476999998,0,0,521.17932,513.5457153,575.0817871,462.9147949,517.4404297,536.9138184,4.710599899,0.67978346,0.13,11,35.110001,27708.561,0.87900001,10.229497,739,8,,75600,75697,,
